"TIME","GEO","INDIC_IS","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2006","Finland","Last online purchase: in the last 3 months","Students","Percentage of individuals","36",""
"2006","Sweden","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","27",""
"2006","Sweden","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","38",""
"2006","Sweden","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","50",""
"2006","Sweden","Last online purchase: in the last 3 months","Students","Percentage of individuals","44",""
"2006","Iceland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","21",""
"2006","Iceland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","32",""
"2006","Iceland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","46",""
"2006","Iceland","Last online purchase: in the last 3 months","Students","Percentage of individuals","30",""
"2006","Norway","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","21",""
"2006","Norway","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","43",""
"2006","Norway","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","65",""
"2006","Norway","Last online purchase: in the last 3 months","Students","Percentage of individuals","64",""
"2006","Switzerland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2006","Switzerland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2006","Switzerland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2006","Switzerland","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2006","United Kingdom","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","10",""
"2006","United Kingdom","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","39",""
"2006","United Kingdom","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","64",""
"2006","United Kingdom","Last online purchase: in the last 3 months","Students","Percentage of individuals","39",""
"2006","Montenegro","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2006","Montenegro","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2006","Montenegro","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2006","Montenegro","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2006","North Macedonia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":","u"
"2006","North Macedonia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":","u"
"2006","North Macedonia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":","u"
"2006","North Macedonia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":","u"
"2006","Albania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2006","Albania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2006","Albania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2006","Albania","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2006","Serbia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2006","Serbia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2006","Serbia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2006","Serbia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2006","Turkey","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2006","Turkey","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2006","Turkey","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2006","Turkey","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2006","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2006","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2006","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2006","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2007","Belgium","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","6",""
"2007","Belgium","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","14",""
"2007","Belgium","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","27",""
"2007","Belgium","Last online purchase: in the last 3 months","Students","Percentage of individuals","16",""
"2007","Bulgaria","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2007","Bulgaria","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2007","Bulgaria","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","6",""
"2007","Bulgaria","Last online purchase: in the last 3 months","Students","Percentage of individuals","3",""
"2007","Czechia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","5",""
"2007","Czechia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","8",""
"2007","Czechia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","16",""
"2007","Czechia","Last online purchase: in the last 3 months","Students","Percentage of individuals","16",""
"2007","Denmark","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","30",""
"2007","Denmark","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","45",""
"2007","Denmark","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","59",""
"2007","Denmark","Last online purchase: in the last 3 months","Students","Percentage of individuals","56",""
"2007","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","28",""
"2007","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","43",""
"2007","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","53",""
"2007","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Students","Percentage of individuals","50",""
"2007","Estonia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","3",""
"2007","Estonia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","5",""
"2007","Estonia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","10",""
"2007","Estonia","Last online purchase: in the last 3 months","Students","Percentage of individuals","6",""
"2007","Ireland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","8",""
"2007","Ireland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","25",""
"2007","Ireland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","51",""
"2007","Ireland","Last online purchase: in the last 3 months","Students","Percentage of individuals","26",""
"2007","Greece","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2007","Greece","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","6",""
"2007","Greece","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","13",""
"2007","Greece","Last online purchase: in the last 3 months","Students","Percentage of individuals","11",""
"2007","Spain","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","3",""
"2007","Spain","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","16",""
"2007","Spain","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","28",""
"2007","Spain","Last online purchase: in the last 3 months","Students","Percentage of individuals","17",""
"2007","France","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","12",""
"2007","France","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","24",""
"2007","France","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","51",""
"2007","France","Last online purchase: in the last 3 months","Students","Percentage of individuals","30",""
"2007","Croatia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2007","Croatia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","5",""
"2007","Croatia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","15",""
"2007","Croatia","Last online purchase: in the last 3 months","Students","Percentage of individuals","5",""
"2007","Italy","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2007","Italy","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","10",""
"2007","Italy","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","17",""
"2007","Italy","Last online purchase: in the last 3 months","Students","Percentage of individuals","12",""
"2007","Cyprus","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2007","Cyprus","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","5",""
"2007","Cyprus","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","18",""
"2007","Cyprus","Last online purchase: in the last 3 months","Students","Percentage of individuals","11",""
"2007","Latvia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2007","Latvia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","4",""
"2007","Latvia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","14",""
"2007","Latvia","Last online purchase: in the last 3 months","Students","Percentage of individuals","8",""
"2007","Lithuania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2007","Lithuania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","2",""
"2007","Lithuania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","9",""
"2007","Lithuania","Last online purchase: in the last 3 months","Students","Percentage of individuals","6",""
"2007","Luxembourg","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","22",""
"2007","Luxembourg","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","45",""
"2007","Luxembourg","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","57",""
"2007","Luxembourg","Last online purchase: in the last 3 months","Students","Percentage of individuals","31",""
"2007","Hungary","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2007","Hungary","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","8",""
"2007","Hungary","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","18",""
"2007","Hungary","Last online purchase: in the last 3 months","Students","Percentage of individuals","8",""
"2007","Malta","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","7",""
"2007","Malta","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","30",""
"2007","Malta","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","41",""
"2007","Malta","Last online purchase: in the last 3 months","Students","Percentage of individuals","31",""
"2007","Netherlands","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","25",""
"2007","Netherlands","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","47",""
"2007","Netherlands","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","60",""
"2007","Netherlands","Last online purchase: in the last 3 months","Students","Percentage of individuals","47",""
"2007","Austria","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","12",""
"2007","Austria","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","27",""
"2007","Austria","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","41",""
"2007","Austria","Last online purchase: in the last 3 months","Students","Percentage of individuals","35",""
"2007","Poland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","6",""
"2007","Poland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","9",""
"2007","Poland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","28",""
"2007","Poland","Last online purchase: in the last 3 months","Students","Percentage of individuals","22",""
"2007","Portugal","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2007","Portugal","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","13",""
"2007","Portugal","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","25",""
"2007","Portugal","Last online purchase: in the last 3 months","Students","Percentage of individuals","7",""
"2007","Romania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2007","Romania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2007","Romania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","7",""
"2007","Romania","Last online purchase: in the last 3 months","Students","Percentage of individuals","4",""
"2007","Slovenia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","3",""
"2007","Slovenia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","9",""
"2007","Slovenia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","21",""
"2007","Slovenia","Last online purchase: in the last 3 months","Students","Percentage of individuals","16",""
"2007","Slovakia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","4",""
"2007","Slovakia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","10",""
"2007","Slovakia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","20",""
"2007","Slovakia","Last online purchase: in the last 3 months","Students","Percentage of individuals","13",""
"2007","Finland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","20",""
"2007","Finland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","33",""
"2007","Finland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","45",""
"2007","Finland","Last online purchase: in the last 3 months","Students","Percentage of individuals","44",""
"2007","Sweden","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","26",""
"2007","Sweden","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","36",""
"2007","Sweden","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","52",""
"2007","Sweden","Last online purchase: in the last 3 months","Students","Percentage of individuals","44",""
"2007","Iceland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","22",""
"2007","Iceland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","32",""
"2007","Iceland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","49",""
"2007","Iceland","Last online purchase: in the last 3 months","Students","Percentage of individuals","29",""
"2007","Norway","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","34",""
"2007","Norway","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","44",""
"2007","Norway","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","65",""
"2007","Norway","Last online purchase: in the last 3 months","Students","Percentage of individuals","40",""
"2007","Switzerland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2007","Switzerland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2007","Switzerland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2007","Switzerland","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2007","United Kingdom","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","13",""
"2007","United Kingdom","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","45",""
"2007","United Kingdom","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","67",""
"2007","United Kingdom","Last online purchase: in the last 3 months","Students","Percentage of individuals","53",""
"2007","Montenegro","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2007","Montenegro","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2007","Montenegro","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2007","Montenegro","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2007","North Macedonia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2007","North Macedonia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2007","North Macedonia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2007","North Macedonia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2007","Albania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2007","Albania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2007","Albania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2007","Albania","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2007","Serbia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2007","Serbia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","2",""
"2007","Serbia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","3",""
"2007","Serbia","Last online purchase: in the last 3 months","Students","Percentage of individuals","7",""
"2007","Turkey","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2007","Turkey","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","3",""
"2007","Turkey","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","9",""
"2007","Turkey","Last online purchase: in the last 3 months","Students","Percentage of individuals","4",""
"2007","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2007","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2007","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2007","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2008","Belgium","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","5",""
"2008","Belgium","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","14",""
"2008","Belgium","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","25",""
"2008","Belgium","Last online purchase: in the last 3 months","Students","Percentage of individuals","14",""
"2008","Bulgaria","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2008","Bulgaria","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2008","Bulgaria","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","5",""
"2008","Bulgaria","Last online purchase: in the last 3 months","Students","Percentage of individuals","4",""
"2008","Czechia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","6",""
"2008","Czechia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","13",""
"2008","Czechia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","27",""
"2008","Czechia","Last online purchase: in the last 3 months","Students","Percentage of individuals","22",""
"2008","Denmark","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","33",""
"2008","Denmark","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","49",""
"2008","Denmark","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","63",""
"2008","Denmark","Last online purchase: in the last 3 months","Students","Percentage of individuals","62",""
"2008","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","30",""
"2008","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","44",""
"2008","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","54",""
"2008","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Students","Percentage of individuals","52",""
"2008","Estonia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","3",""
"2008","Estonia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","6",""
"2008","Estonia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","12",""
"2008","Estonia","Last online purchase: in the last 3 months","Students","Percentage of individuals","7",""
"2008","Ireland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","13",""
"2008","Ireland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","28",""
"2008","Ireland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","51",""
"2008","Ireland","Last online purchase: in the last 3 months","Students","Percentage of individuals","35",""
"2008","Greece","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2008","Greece","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","8",""
"2008","Greece","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","13",""
"2008","Greece","Last online purchase: in the last 3 months","Students","Percentage of individuals","13",""
"2008","Spain","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","4",""
"2008","Spain","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","16",""
"2008","Spain","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","27",""
"2008","Spain","Last online purchase: in the last 3 months","Students","Percentage of individuals","20",""
"2008","France","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","11",""
"2008","France","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","28",""
"2008","France","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","49",""
"2008","France","Last online purchase: in the last 3 months","Students","Percentage of individuals","29",""
"2008","Croatia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0",""
"2008","Croatia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","6",""
"2008","Croatia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","16",""
"2008","Croatia","Last online purchase: in the last 3 months","Students","Percentage of individuals","4",""
"2008","Italy","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2008","Italy","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","10",""
"2008","Italy","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","16",""
"2008","Italy","Last online purchase: in the last 3 months","Students","Percentage of individuals","10",""
"2008","Cyprus","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2008","Cyprus","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","4",""
"2008","Cyprus","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","18",""
"2008","Cyprus","Last online purchase: in the last 3 months","Students","Percentage of individuals","10",""
"2008","Latvia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","5",""
"2008","Latvia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","8",""
"2008","Latvia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","20",""
"2008","Latvia","Last online purchase: in the last 3 months","Students","Percentage of individuals","13",""
"2008","Lithuania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2008","Lithuania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","3",""
"2008","Lithuania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","10",""
"2008","Lithuania","Last online purchase: in the last 3 months","Students","Percentage of individuals","6",""
"2008","Luxembourg","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","22",""
"2008","Luxembourg","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","38",""
"2008","Luxembourg","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","57",""
"2008","Luxembourg","Last online purchase: in the last 3 months","Students","Percentage of individuals","32",""
"2008","Hungary","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","3",""
"2008","Hungary","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","10",""
"2008","Hungary","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","15",""
"2008","Hungary","Last online purchase: in the last 3 months","Students","Percentage of individuals","10",""
"2008","Malta","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","6",""
"2008","Malta","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","32",""
"2008","Malta","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","49",""
"2008","Malta","Last online purchase: in the last 3 months","Students","Percentage of individuals","35",""
"2008","Netherlands","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","26",""
"2008","Netherlands","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","45",""
"2008","Netherlands","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","62",""
"2008","Netherlands","Last online purchase: in the last 3 months","Students","Percentage of individuals","48",""
"2008","Austria","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","13",""
"2008","Austria","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","28",""
"2008","Austria","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","51",""
"2008","Austria","Last online purchase: in the last 3 months","Students","Percentage of individuals","38",""
"2008","Poland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","6",""
"2008","Poland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","10",""
"2008","Poland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","29",""
"2008","Poland","Last online purchase: in the last 3 months","Students","Percentage of individuals","24",""
"2008","Portugal","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2008","Portugal","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","16",""
"2008","Portugal","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","26",""
"2008","Portugal","Last online purchase: in the last 3 months","Students","Percentage of individuals","13",""
"2008","Romania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2008","Romania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","2",""
"2008","Romania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","12",""
"2008","Romania","Last online purchase: in the last 3 months","Students","Percentage of individuals","5",""
"2008","Slovenia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","5",""
"2008","Slovenia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","11",""
